gene_id	gene_name	SRR10662892	SRR10662893	SRR10662894	SRR10662895	SRR10662896	SRR10662897	SRR10662898	SRR10662899	SRR10662900	SRR10662901	SRR10662902	SRR10662903	SRR10662904	SRR10662905	SRR10662906	SRR10662907	SRR10662908	SRR10662909
SELENOS	SELENOS	23	4	36	10	19	56	48	4	0	3	2	12	17	7	6	55	1	16
SELENOT	SELENOT	81	38	163	100	94	252	159	19	2	24	32	70	62	52	54	317	38	89
SELENOV	SELENOV	0	0	0	2	1	0	0	0	0	3	0	1	0	2	0	0	1	0
SELENOW	SELENOW	36	24	122	72	51	214	127	17	4	18	12	30	34	24	29	172	13	34
SELL	SELL	447	303	890	458	795	1513	1407	129	57	124	134	323	222	221	283	1052	70	291
SELP	SELP	16	4	15	14	29	13	24	8	0	8	0	15	15	9	0	0	7	15
SELPLG	SELPLG	234	164	623	267	290	853	502	69	57	48	106	244	182	123	127	824	48	244
SEM1	SEM1	18	31	36	34	66.001	84	79	5	3	9	21	29	28	12	17	107	27	34
SEMA3A	SEMA3A	32	25	17	29	25	2	31	6	10	4	14	12	30	12	3	1	15	15
SEMA3B	SEMA3B	3	0	1	0	0	2	0	1	1	2	0	1	0	0	1	5	0	0
SEMA3B-AS1	SEMA3B-AS1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3C	SEMA3C	14	16	17	26	32	0	16	0	0	3	5	8	18	7	9	1	4	14
SEMA3D	SEMA3D	8	10	16	24	28	8	29	0	1	6	21	12	18	13	0	0	7	30
SEMA3E	SEMA3E	17	18	42	19	30	6	20	10	2	10	21	26	34	12	8	1	4	23
SEMA3F	SEMA3F	0	1	0	1	2	0	4	0	0	1	2	1	0	2	1	0	0	0
SEMA3F-AS1	SEMA3F-AS1	12.034	10	23.146	18.129	17.405	33.681	27.251	4	4	3	9	8	12.517	10.244	3.086	20.851	12	1.005
SEMA3G	SEMA3G	4	11	4	1	5	3	3	0	0	1	4	2	6	2	0	0	5	1
SEMA4A	SEMA4A	3	2	3	2	3	2	6	0	0	3	1	4	7	0	0	0	4	4
SEMA4B	SEMA4B	17	8	14	12	10	18	12	0	0	3	10	10	8	12	0	11	1	12
SEMA4C	SEMA4C	11	4	9	11	14	40	27	7	1	7	0	10	10	6	6	33	2	0
SEMA4D	SEMA4D	168	142.999	340	179.999	468	528	411.999	70	56	49	114.001	160	113	120	135	322	37.001	87
SEMA4F	SEMA4F	40	18	27	37	28	40	30	1	7	6	9	22	25	5	6	0	4	13
SEMA4G	SEMA4G	2.186	0	0	7	3	6.129	5.359	2	0	1	2	0	4	3.518	1	1	0	0
SEMA5A	SEMA5A	51	23	48	104	57	3	75	0	1	23	30	35	58	38	0	1	14	24
SEMA5A-AS1	SEMA5A-AS1	7	3	3	12	9	1	8	3	0	4	7	0	7	9	1	0	0	1
SEMA5B	SEMA5B	4	0	0	5	1	2	3	0	0	3	1	2	4	4	0	0	5	0
SEMA6A	SEMA6A	14	11	3.992	8	19	6.004	14	3	2	11	7	17	18.203	7.52	1	19	2	5.9
SEMA6A-AS1	SEMA6A-AS1	5	2	1.008	2	2	3.996	5	0	0	4	4	2	5.797	1.48	0	3	5	4.1
SEMA6A-AS2	SEMA6A-AS2	13	6	1	8	22	0	7	0	0	0	3	3	5	5	0	0	7	2
SEMA6B	SEMA6B	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SEMA6C	SEMA6C	0	2	2	1	1	6	2	0	0	1	5	2	1	1	0	15	1	1
SEMA6D	SEMA6D	21	13	35	23	58	3	33	5	0	13	16	16	22	9	2	1	13	8
SEMA7A	SEMA7A	0	2	1	7	3	1	2	0	0	0	0	1	7	4	0	13	6	0
SEMG1	SEMG1	0	13	2	6	9	1	4	2	0	0	6	4	4	0	0	0	9	16
SEMG2	SEMG2	4	4	5	10	8	1	11	0	0	7	9	5	4	2	0	0	2	0
SENCR	SENCR	1	0	0	1	1	0	2	1	0	0	0	0	0	2	0	0	1	0
SENP1	SENP1	37	21	46	37	69	108	79	4	11	13	15	25	35	5	22	77	14	22
SENP2	SENP2	26	29	40	18.378	24	70	40	0	1	16	12	11	20	4	20	60	13	11
SENP3	SENP3	0	4	1.365	0	2.886	0	0	0	0	0	0	0	0	0	0	0	0	0
SENP3-EIF4A1	SENP3-EIF4A1	25.132	0	16.128	20.471	21.271	34.735	40.675	0	2.523	2.946	3.141	8.39	6.382	0	10.82	24.651	0	2.692
SENP5	SENP5	100	43	180	160	145	238	144	25	16	35	33	75	84	40	30	127	32	36
SENP6	SENP6	110	87	158	139	141	216	128	17	15	41	37	95	94	40	56	143	29	41
SENP7	SENP7	106	62	168.999	88	137	282.001	136.999	47	4	25	53.999	68	48	26	11	192.001	31	62
SENP8	SENP8	32	7	12	22	13	7	14	0	0	10	13	18	31	7	2	17	19	2
SEPHS1	SEPHS1	25	15	37	19	16	31	25	5	4	8	5	12	14	12.027	1	23	7	9
SEPHS2	SEPHS2	49	34	112	73	74	144	98	23	11	16	24	56	69	22	39	135	5	44
SEPSECS	SEPSECS	46	29	58	56	59	54	75	12	1	13	12	27	27	23	16	37	19	31
SEPSECS-AS1	SEPSECS-AS1	3	1	6	7	12	6	13	3	0	2	1	5	0	7	3	2	4	0
SEPT5-GP1BB	SEPT5-GP1BB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN1	SEPTIN1	82	53	203	93.8	78.911	287	159.998	48	2.737	35	38	65	53	43	41	273.692	14	64.541
SEPTIN10	SEPTIN10	23	14	15	37	20	5	9	8	0	3	5	11	41	20	2	0	23	22
SEPTIN11	SEPTIN11	57	30	55	63	71	100	70	1	5	29	35	25	48	8	27	95	48	39
SEPTIN12	SEPTIN12	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0
SEPTIN14	SEPTIN14	15.341	6.17	4.113	17.528	14.656	3.042	6.069	0	0	4.167	6.115	15	20.291	5.028	5.659	1.019	7.136	2.108
SEPTIN2	SEPTIN2	161	69	215	129.999	150	385	236	20	12	35	43	71	90	45	32	225.001	49.999	47
SEPTIN3	SEPTIN3	13	3	3	4	13	3	3	3	0	10	6	4	9	7	0	0	3	0
SEPTIN4	SEPTIN4	10	15	3	14.768	2	3	4	0	0	3	9	1	6.899	5	0	0	6	3
SEPTIN4-AS1	SEPTIN4-AS1	0	0	0	1.232	0	0	0	0	0	1	0	0.972	1.101	0	0	0	0	0
SEPTIN5	SEPTIN5	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEPTIN6	SEPTIN6	213	90	419	197	146	542	491.999	68	21	45	91	154	137	84	134.999	556.001	56	120
SEPTIN7	SEPTIN7	160	131	339.984	167.926	218.817	573.782	349.99	71	21	46	69	114	86.999	119.943	113.001	543	26	86.846
SEPTIN7-AS1	SEPTIN7-AS1	1	1	1	3	6	1	3	0	0	0	0	2	1	0	0	3	0	0
SEPTIN7P2	SEPTIN7P2	31.997	17.864	44.516	23.343	38.988	59.331	40	5	0	5.104	7	23.092	16.264	5.057	5.12	50.825	9	14.545
SEPTIN7P9	SEPTIN7P9	5.791	0	3.985	1.06	0	2.66	1.874	0	0	1.578	0	1.082	4.122	0	0	0	2.952	0
SEPTIN8	SEPTIN8	11	20	18	11.131	11.378	17.271	13.625	7	1	8.345	8	7	17	2.802	4	13	7	19
SEPTIN9	SEPTIN9	159	96	211	164.999	122	600.999	296	42	20	51	58	79.999	104.001	76.001	79	409.999	46.002	74.999
SEPTIN9-DT	SEPTIN9-DT	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
SERAC1	SERAC1	15	23	16	22	21	12	11	0	0	10	8	14	19	11	4	38	8	12
SERBP1	SERBP1	147.999	117	337.999	156	208.001	489	310	38	3	74	60	117	97	68	95	491.001	31	147
SERF1A	SERF1A	0	5.99	27.305	0	5.521	16.594	49	3	8	2.538	3.56	23	26	3.371	0	0	4.728	0
SERF1B	SERF1B	30.001	21.01	10.695	35	18.563	14.522	0	1	0	13.462	9.44	0	0	18.629	8	78	6.344	14.078
SERF2	SERF2	103.815	95.601	267.539	102.999	81.62	399.754	261.344	40.933	23	27.11	41	63.178	67.556	51.453	66.647	343.116	30	107.795
SERF2-C15ORF63	SERF2-C15ORF63	16.694	0	31.143	0	16.202	77.405	24.272	14.067	0	11.243	0	9.022	6.89	15.875	15.263	67.022	0	0
SERGEF	SERGEF	17	12	23	21	30	52	24	0	0	3	11	10	11	14	17	44	3	9
SERHL	SERHL	1.052	0	0	0	0	0	0	0	0	0	0	0	0	1.68	0	0	0	0
SERHL2	SERHL2	0	3.269	1.057	2.395	1.094	9.132	0	0	2	0	1.124	2.033	1.387	2.32	0	3.576	0	2.431
SERINC1	SERINC1	209	111	367	181	261	598	383	58	37	59	71	185	171	88	125	509	61	131
SERINC2	SERINC2	0	1	0	1	2	1	0	0	0	0	1	0	4	1	0	0	1	0
SERINC3	SERINC3	120	70.375	164	98.674	102	304	222	43	3	42	35	69	56	70	93	272	29	57
SERINC4	SERINC4	2.177	4.398	4.228	0	1.148	1.038	6.599	0	0	0	3	2.172	5.208	0	0	1.027	0	2.205
SERINC5	SERINC5	342	197	475.001	286	693	869	512	88	34	61.001	203	248	192	104	118	718	73	144
SERP1	SERP1	145	106	341	172	226	479	358	14	10	60	54	101	114	93	110	516	18	162
SERP2	SERP2	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
SERPINA1	SERPINA1	10	9	1	10	2	0	0	0	0	2	5	6	6	3	0	0	1	0
SERPINA10	SERPINA10	14	21	8	27	17	1	7	0	0	8	8	13	18	17	2	1	12	4
SERPINA11	SERPINA11	5	1	0	6	3	0	3	0	0	4	1	2	2	1	0	0	1	0
SERPINA12	SERPINA12	3	4	3	3	3	0	2	0	0	0	1	0	3	1	0	0	2	4
SERPINA13P	SERPINA13P	1	0	1	0	2	1	0	0	0	0	0	1	3	1	0	1	1	0
SERPINA2	SERPINA2	3	1	0	3	0	0	0	0	0	0	3	1	3	0	0	0	0	0
SERPINA3	SERPINA3	6	5	0	9	1	0	1	0	1	0	4	3	6	0	0	0	1	4
SERPINA4	SERPINA4	2	3	2	3	1	0	1	0	0	3	0	6	3	2	0	0	0	1
SERPINA5	SERPINA5	7	4	0	11	1	0	0	0	0	1	2	3	5	1	0	0	2	3
SERPINA6	SERPINA6	0	2	0	0	3	0	0	0	0	0	2	1	2	0	0	0	3	0
SERPINA7	SERPINA7	11	5	8	9	34	0	14	5	0	4	10	2	16	4	0	1	0	4
SERPINA9	SERPINA9	4	8	2	4	6	0	2	1	0	1	4	0	5	7	0	0	0	0
SERPINB1	SERPINB1	63	40	148	83	79	223	165	21	4	18	21	59	66	44	43	247	16	73
SERPINB10	SERPINB10	1	1	7	8	8	0	2	0	0	3	2	0	6	0	0	5	7	4
SERPINB11	SERPINB11	7	3	9	2	10	0	10	0	0	3	6	3	3	0	0	0	2	4
SERPINB12	SERPINB12	24	9	10	20	12	2	4	1	0	6	12	11	16	5	0	0	6	1
SERPINB13	SERPINB13	11	8	7	23	14	0	5	0	0	11	11	14	21	4	7	0	7	0
SERPINB2	SERPINB2	5	6	13	4	10	0	13	1	0	2	7	4	8	7	1	0	4	20
SERPINB3	SERPINB3	4.813	1.131	7	2.217	22.742	0	8.375	0	0	1	1	3.717	6.308	6	0	0	3.303	1.173
SERPINB4	SERPINB4	3.187	4.869	5	6.783	10.258	0	13.625	0	0	2	3	6.283	7.692	1	0	2	6.697	3.827
SERPINB5	SERPINB5	8	7	7	20	11	2	5	0	0	1	2	13	9	4	2	0	7	1
SERPINB6	SERPINB6	16	13	20	16	26.999	19	17	0	0	1	11	11	7	1	15	54	1	9
SERPINB7	SERPINB7	3	6	3	6	13	0	11	5	0	3	2	5	14	1	1	0	1	15
SERPINB8	SERPINB8	15	8	18	28	34.001	35	29	0	1	12	7	17	15	19	0	20	11	14
SERPINB9	SERPINB9	168	113	405.989	132.869	511.671	447	425.911	52	54	28	152.877	180.683	118	86	86.955	538	57	66.999
SERPINB9P1	SERPINB9P1	1	0	0	3	4	5	9	0	0	2	2	5	0	2	0	7	0	1
SERPINC1	SERPINC1	9	1	1	6	4	0	4	0	0	1	2	9	6	4	0	0	2	0
SERPIND1	SERPIND1	6	9	2	6	8	7	2	0	0	2	6	6	7	4	0	0	3	1
SERPINE1	SERPINE1	2	4	2	6	0	0	4	0	0	1	3	2	11	3	0	0	1	0
SERPINE2	SERPINE2	8	10	9	18	12	0	8	0	0	4	4	6	8	14	1	11	1	4
SERPINE3	SERPINE3	4	1.001	0	2	1	0	1	0	0	0	5	2	4.005	2.004	0	0	3	2.104
SERPINF1	SERPINF1	4	3	4	3	2	8	3	1	0	2	0	3	3	2	1	14	0	0
SERPINF2	SERPINF2	0	0	0	1	0	1	1	0	0	0	0	0	3	1	0	0	3	0
SERPING1	SERPING1	10	4	2	7	1	0	0	0	0	1	6	1	11	7	0	2	0	0
SERPINH1	SERPINH1	10	0	5	8	13	18	17	4	0	0	2	2	6	3	3	29	0	4
SERPINI1	SERPINI1	3	8	9	14	9	21	12	0	1	2	2	6	11	4	2	12	2	9
SERPINI2	SERPINI2	2	2	2	7	7	1	6	0	0	0	1	4	7	1	0	3	0	4
SERTAD1	SERTAD1	6	7	16	5	7	27	16	3	0	7	2	10	5	13	4	27	4	3
SERTAD2	SERTAD2	51	31	73	50	82	112	71	18	1	16	13	28	24	24	5	92	16	39
SERTAD3	SERTAD3	5	2	10	7	9	14	13	5	0	1	1	10	5	2	1	23	3	11
SERTAD4	SERTAD4	19	12	14	12	25	1	13	1	3	2	8	7	16	16	0	1	6	38
SERTAD4-AS1	SERTAD4-AS1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SERTM1	SERTM1	14	1	9	13	35	0	11	0	0	5	6	9	12	0	0	0	0	1
SERTM2	SERTM2	31	22	35	18	59	2	43	0	2	8	17	13	42	22	6	0	18	6
SESN1	SESN1	73	99	86	65	371	88	83	14	0	16	79.153	38	52	40	29	261	28	26
SESN2	SESN2	7	2	15	11	8	19	20	11	0	4	4	13	10	1	6	13	10	10
SESN3	SESN3	140	121	280	171	293	588	395	24	59	49	117	101	138	121	108	444	39	115
SESTD1	SESTD1	36	14	39	60	72	19	51	16	4	19	31	33	52	23	19	13	9	31
SET	SET	156.949	89.797	405.957	183.162	218	565.963	438.022	65	18	39	46	120.656	101.933	64	54.925	272.985	34	117.999
SETBP1	SETBP1	29	23	29	38	44	7	36	1	0	15	17	13	35	11	0	2	11	10
SETD1A	SETD1A	11	19	17	20	11	51	20	7	2	8	11	16	8	12	10	52	6	14
SETD1B	SETD1B	45	34	108	47	54	175	117	16	4	18	22	33	30	17	36	115	6	38
SETD2	SETD2	103	92	229	167	170	474	265	43	8	56	73	94	81	108	56	227	47	102
SETD3	SETD3	40	18	69	39	75	127	80	15	3	20	16	22	35	17	18	55	14	16
SETD4	SETD4	16	12	23	28	24	43	29	9	3	7	8	15	10	13	11	24	2	16
SETD5	SETD5	61	52	67	66	79	151	77	9	5	26	34	38	40	43	46	151	13	51
SETD6	SETD6	12.699	14.317	20.917	20.82	29.097	52.322	30.345	3.066	0	11.77	4	9.033	18.06	5.13	1.029	49.669	2.495	7
SETD7	SETD7	46	27	23	45	64	30.001	35.999	0	10	19	24	35	32	20	11	35	22	13
SETD9	SETD9	16	8	26.064	29	41	10	35	6	8	24	27	14	14	11	9	15	8	4
SETDB1	SETDB1	32	17	48	36	50	105	57	17	3	11	24	32	27	13	12	68	11	25
SETDB2	SETDB2	38.773	11.89	34.435	52	34.324	95.015	54.416	14.602	3.604	10.599	3.949	8.039	21.87	32.113	14.183	44.749	26	23.033
SETDB2-PHF11	SETDB2-PHF11	43.18	24.641	88.837	0	45.042	45.187	58.348	24.398	3.194	15.033	9.609	18.81	7.681	14.436	24.746	92.314	0	15.644
SETMAR	SETMAR	12	19	17	21	42	13	38	9	0	9	6	10	9	12.001	2	18	9	23
SETSIP	SETSIP	3.051	8.203	6.041	2.837	6	1.037	5.978	0	0	1	1	5.344	5.068	1	1.075	1.016	0	2.001
SETX	SETX	223	151	417	248	259	622	376	64	8	77	114	222	153	178	121	524	69	141
SEZ6	SEZ6	7	4	0	3	4	2	3	2	0	0	1	1	3	5	1	0	3	0
SEZ6L	SEZ6L	29	19	17	37	52	5	19	0	0	8	12	8	16	10	1	1	5	10
SEZ6L2	SEZ6L2	1	0	0	2	1	1	0	0	0	0	3	0	2	2	0	0	0	0
SF1	SF1	160.999	75	209	128	247.001	546.999	329.001	44	22	47	71	132	79	82.001	107	403	18	81
SF3A1	SF3A1	102.871	53	117.973	85.663	92.002	323.558	211.732	27	23	29.942	36	57	62.996	34	44	222.981	23.969	71.994
SF3A2	SF3A2	24	31	47	38	33	79	43	11	8	8	8	25	9	9	5	32	2	8
SF3A3	SF3A3	81	45	150	64	95	188	138	7	7	14	31	45	58	20	74	126	21	46
SF3B1	SF3B1	432.999	294	941	486	842	1656	966	184	55	86.999	365	267	276	246	273	1262.999	135	227.999
SF3B2	SF3B2	55	48	154	59	93	215	155	7	7	10	27	84	36	37	46	193	23	71
SF3B3	SF3B3	119	56	164	134	144	308	210	36	11	48	29	75	92	53	48	258	27	22
SF3B4	SF3B4	25	23	56	34	42	110	66	4	1	3	8	15	28	12	21	76	1	26
SF3B5	SF3B5	24	17	52	15	30	94	64	0	6	6	18	15	13	13	15	114	2	17
SF3B6	SF3B6	32	25	91	25	38	132	67	12	4	9	12	23	36	20	12	157	8	24
SFI1	SFI1	98	58	160	105	132	334	255.001	37	4	34	53.999	55	69	37.001	60	179	17	56
SFMBT1	SFMBT1	29	54	41	50	70	51	37	23	4	9	25	24	35	9	5	44	6	35
SFMBT2	SFMBT2	42	25	23	55	29	29	26	24	1	11	28	21	18	3	6	16	25	25
SFN	SFN	1	0	0	1	0	1	1	0	0	0	0	0	0	1	3	2	0	0
SFPQ	SFPQ	89	70	224	110	100	324	193.001	45	3	29	38	115	72.913	50	83	205.001	16	58
SFR1	SFR1	8	4	14	8	16	41	23	3	0	9	3	5	7	2	15	11	10	17
SFRP1	SFRP1	1	9	2	2	7	2	8	0	0	5	5	0	13	2	0	0	11	8
SFRP2	SFRP2	10	0	1	4	2	1	2	0	2	4	0	0	9	4	1	0	1	0
SFRP4	SFRP4	0	5	21	4	16	2	16	2	0	7	10	3	11	12	0	0	8	5
SFRP5	SFRP5	0	2	1	1	0	0	0	0	0	1	4	1	1	2	0	0	0	1
SFSWAP	SFSWAP	37	20	49	39	63	141	72	6	11	8	12	22	22	15	32	89	2	14
SFT2D1	SFT2D1	19	11	31	21	26	73	50	14	0	3	4	13	13	15	15	95	11	14
SFT2D2	SFT2D2	170.933	120.358	215.346	209.658	191.607	489.493	314.538	44.882	8.513	48.14	75.259	130.925	167.565	104.597	94.345	250.364	82.689	114.816
SFT2D3	SFT2D3	0	2.665	0	5.388	4.863	0	0	0	0	0	0	0	3.24	0	0	0	2.232	3.357
SFTA1P	SFTA1P	1	0	2	0	2	0	4	0	0	0	2	0	3	0	0	0	1	0
SFTA2	SFTA2	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0
SFTA3	SFTA3	6	0	2	9	3	0	2	0	0	4	1	4	13	5	0	0	0	7
SFTPA1	SFTPA1	6.807	4.958	4	7.619	5.209	0	6	0	0	1	5	7.594	3	2.544	0	0	2	2.198
SFTPA2	SFTPA2	2.193	7.042	0	2.381	3.791	1	1	0	0	6	0	2.406	9	7.456	0	0	0	4.802
SFTPB	SFTPB	5	2	6	3	7	3	0	0	0	3	1	4	3	4	0	0	2	0
SFTPC	SFTPC	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTPD	SFTPD	1	1	0	1	0	0	1	0	0	0	1	1	3	1	0	0	0	1
SFXN1	SFXN1	90	60	162	128	126	341	184	38	10	36	66	75	60	53	61.001	190	21	40
SFXN2	SFXN2	21	41	29	30	27	34	38	5	0	15	17	21	29	35	14	10	11	26
SFXN3	SFXN3	27	17	28	30	28	61	50	4	8	5	14	20	23	12	33	58	5	23
SFXN4	SFXN4	6	3	14	9	7	14	10	2	0	0	3	7	11	0	0	2	5	1
SFXN5	SFXN5	3	15	6	7	7	12	4	1	0	5	6	2	10	8	3	27	3	0
SGCA	SGCA	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
SGCB	SGCB	26	18	27	40	30	38	25	1	5	7	9.611	17	29	7	16	20	3	6
SGCD	SGCD	28	27	31	48	34	3	29	0	0	12	22	19	43	15	1	0	12	44
SGCE	SGCE	6	1	4	10	15	1	3	1	0	1	1	0	4	1	1	0	4	6
SGCG	SGCG	1	2	0	2	3	2	3	0	0	3	1	2	6	4	1	1	1	2
SGCZ	SGCZ	37	34	55	56	109	2	83	5	0	14	23	22	30	17	2	7	21	22
SGF29	SGF29	6	5.996	30.777	9	11.997	48.948	29	4	3	0	2	11	7	12	6	68.871	5	6
SGIP1	SGIP1	28	21	24	14	50.001	3	28	14	6	14	15	23	33	15	8	0	13	22
SGK1	SGK1	9	6	11	16	19	14	1	0	0	2	10	8	12	12	1	41	3	0
SGK2	SGK2	5	1	1	5	4	1	1	0	0	3	4	3	5	2	2	0	1	0
SGK3	SGK3	51	34	126	47	17.362	70.154	25.112	0	2	12	14	35	40	35	35.648	69.781	0	20
SGMS1	SGMS1	42	26	26	57	45	103	48	14	9	9	28	15	34	25	19	84	25	37
SGMS1-AS1	SGMS1-AS1	4	1	6	4	15	2	3	0	0	0	1	1	4	9	8	0	2	8
SGMS2	SGMS2	30.711	23	32.908	33.937	78.344	1	19	1	0	13	7	11.006	31	12	0	2	15	28
SGO1	SGO1	18	10	11	16	12	6	5	1	0	8	11	8	34	6	1	5	5	8
SGO1-AS1	SGO1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
SGO2	SGO2	14	10	41	22	33	31	32	1	0	5	8	11	23	6	1	12	13	11
SGPL1	SGPL1	34	22	68	46	82	84	70	4	4	13	12	46	54	17	9	43	12	16
SGPP1	SGPP1	11	13	49	24	18	25	22	3	0	11	14	13	4	10	10	43	11	23
SGPP2	SGPP2	27	13.199	29	32	37	70.294	40	1	0	10	9	16	22	17	8	42	11	17
SGSH	SGSH	52	42	117	47	114	198	162	18	13	22	41	38	36	21	50	196	6	25
SGSM1	SGSM1	22	16	7	23	20	17	7	2	2	15	13.82	21	20	3	1	1.03	8	20
SGSM2	SGSM2	23	13	34	22	46	63	36	3	2	3	12	9	13	15	7	100	7	5
SGSM3	SGSM3	38	17	65	20	38	89	63	10	6	11	19	37	7	9	15	71	6	26
SGTA	SGTA	20	6	41	14	24	61	38	6	4	9	5	19	14	12	14	38	2	14
SGTB	SGTB	91	55.88	174.997	109.005	120	229.457	121.737	9	6	51.285	67.051	87.917	76	27.707	60	230.006	21	72
SH2B1	SH2B1	23	20.999	31	11	33.001	66	25	1	14	10	7	22	13	10.001	10	96	0	10
SH2B2	SH2B2	1	0	6	0	4	2	1	0	0	0	0	2	3	4	0	0	0	0
SH2B3	SH2B3	22	17	30	34	25.012	90	41	8	2	4	8	24	18	15	22	67	2	19
SH2D1A	SH2D1A	76	44	147	104	122	280	212	25	16	20	27	46	56	30	67	337	11	53
SH2D1B	SH2D1B	6	5	9	6	7	1	6	4	1	0	4	3	7	0	0	0	13	11
SH2D2A	SH2D2A	30	9	44	32	41	126	79	7	3	22	7	27	32	15	38	73	2	28
SH2D3A	SH2D3A	38	19	49	26	34	110	61	16	2	6	11	21	19	14	47	74	5	23
SH2D3C	SH2D3C	30	18	64	38	48	175	92	28	10	13	21	35	26	8	34	47	7	41
SH2D4A	SH2D4A	8	4	3	12	16	4	9	0	2	3	10	1	11	8	0	3	11	0
SH2D4B	SH2D4B	19	15	18	8	31	0	23	3	4	10	12	10	23	2	0	0	10	10
SH2D5	SH2D5	0	0	3	1	1	0	0	0	0	3	0	0	2	1	0	0	0	0
SH2D6	SH2D6	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0
SH2D7	SH2D7	1	2	0	3	1	2	0	0	0	2	3	0	3	0	0	0	1	2
SH3BGR	SH3BGR	1	2	0	0	0	0	0	1	0	0	3	3	0	4	0	0	1	4.321
SH3BGRL	SH3BGRL	98	55	213	120	152	395	249	28	15	21	51	61	80	46	99	238	16	90
SH3BGRL2	SH3BGRL2	32	19	33	29	33	4	20	6	4	15	29	32	32	19	8	16	8	22
SH3BGRL3	SH3BGRL3	158	109	424	186	158	1186	602	101	39	57	39	101	97	146	200	1012	42	183
SH3BP1	SH3BP1	29.891	16	25.86	33.884	24.678	59.528	32.873	4	0	9	15	11.984	9	9	23.477	23.113	6	10.687
SH3BP2	SH3BP2	34	36	57	60	58	106	65	9	7	9	36	27	36	15	33	37	23	12
SH3BP4	SH3BP4	6	8	1	8	4	1	1	0	0	2	4	6	15	0	0	0	3	2
SH3BP5	SH3BP5	90.788	24.916	182.663	67.101	53.073	156.994	125.236	39.581	7	27.773	27.411	70.454	64.56	25.139	59.853	232.513	29.179	95.118
SH3BP5-AS1	SH3BP5-AS1	44.212	25.083	55.337	37.899	58.927	99.006	55.764	10.419	0	18.228	32.589	20.546	15.44	12.861	17.147	71.487	2.821	22.882
SH3BP5L	SH3BP5L	10	6	12	13	17	21	10	0	0	6	3	5	6	15	9	9	0	6
SH3D19	SH3D19	12	7	8	22	18	10	6	0	0	10	7	11	14	10	10	9	16	11
SH3D21	SH3D21	3	4	0	1	1	1	3	0	0	0	3	0	0	0	1	0	0	0
SH3GL1	SH3GL1	14	9	30	19	18	43	30	7	4	7	5	10	8	3	3	51	3	9
SH3GL1P1	SH3GL1P1	7.807	2.905	1.781	5.373	4.204	7	10.505	0	0	0	0	2	1.404	7	3.818	0	0	4
SH3GL1P2	SH3GL1P2	4.193	6.095	4.219	3.47	1.796	0	0	0	0	2	4	0	6.595	0	1.182	1	0	0
SH3GL2	SH3GL2	10	2	2	15	9	0	8	1	0	2	5	0	19	5	0	0	1	6
SH3GL3	SH3GL3	13	8	3	10	11	2	2	0	0	3	6	6	8	5	1	1	4	0
SH3GLB1	SH3GLB1	106	81	104	107	123	253	166	21	39	39	51	59	59	55	64	218	38	29
SH3GLB2	SH3GLB2	4	6	12	4	11	25	7	1	0	3	0	5	8	2	4	24	2	6
SH3KBP1	SH3KBP1	153	77	253	137	155	506	328	55	15	36	60	109	69	68	69	318	36	102
SH3PXD2A	SH3PXD2A	38	12	24	38	17	48	24	0	5	14	14	22	31	15	2	6	7	3
SH3PXD2A-AS1	SH3PXD2A-AS1	5	5	1	5	7	1	4	0	0	2	6	4	13	9	5	0	10	0
SH3PXD2B	SH3PXD2B	6	9	3	11	4	0	1	0	1	7	4	8	12	14	0	0	0	0
SH3RF1	SH3RF1	15	4	4	15	17	2	16	7	0	9	4	8	13	5	1	0	2	17
SH3RF2	SH3RF2	4	8	3	6	5	0	1	0	0	2	1	3	5	0	0	0	5	2
SH3RF3	SH3RF3	5	11.87	3.446	2.842	4.192	3.135	2	0	1	3	3.758	8	1.499	2	8	8	1	0
SH3RF3-AS1	SH3RF3-AS1	3	3.13	5.554	9.158	2.808	3.865	1	0	0	2	1.242	5	3.501	1	0	0	0	6
SH3TC1	SH3TC1	24	12	33	11	32	41	28	5	0	2	13	12	14	10	19	66	4	13
SH3TC2	SH3TC2	150	79	57	119	157	4	81	13	0	36	60	63	160	31	2	41	32	73
SH3TC2-DT	SH3TC2-DT	0	1	0	1	3	0	2	0	0	0	0	0	1	0	0	1	2	4
SH3YL1	SH3YL1	73	48	67	83	99	187	131	34	6	20	30	79	21	46	26	134.001	27.001	62
SHANK1	SHANK1	1	3	1	0	1	1	0	0	0	3	0	0	0	3	0	0	0	1
