gene_id	gene_name	SRR10662892	SRR10662893	SRR10662894	SRR10662895	SRR10662896	SRR10662897	SRR10662898	SRR10662899	SRR10662900	SRR10662901	SRR10662902	SRR10662903	SRR10662904	SRR10662905	SRR10662906	SRR10662907	SRR10662908	SRR10662909
SAPCD1	SAPCD1	0	0	2.797	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0
SAPCD1-AS1	SAPCD1-AS1	1.681	0	1	0	1	0	1.104	0	0	0	0	0	0	0	0	6.035	1	0
SAPCD2	SAPCD2	0	0	0	0	1	3	2	0	0	0	1	0	1	3	3	3	0	0
SAR1A	SAR1A	104	73	187	77	150	325	248	45	0	39	42	66	50	71	44	180	45	45
SAR1B	SAR1B	107	72	130	125	107.329	186	115	21.197	1	35	50.44	69	77	61	26	138	53	46.967
SARAF	SARAF	672	425	1430	648	1241	1897	1384	226	87	119	265	484	380	388	341	2184	116	391
SARDH	SARDH	9	6	20	8	9	35	17	1	0	7	7	9	4	19	7	5	1	4
SARM1	SARM1	52.261	32.233	52.505	42.223	50.068	88.033	41.382	7.57	6	7.913	13.031	38.982	36.085	27.654	7	63.97	16	37
SARNP	SARNP	23.19	19.804	49.225	43.533	32.366	81.701	55.902	3	5.813	5	8	17	17.266	5	19.131	74.132	13	23.748
SARS1	SARS1	78	31	142	71	99	257	159	33	11	17	29	72	48	65	42	279	16	63
SARS2	SARS2	7	8	15	7	5	29	16	0	1	1	4	7	6	1	3	24	3	0
SART1	SART1	6	13	69	21	30	47	27	7	0	11	2	9	12	5	7	84	9	29
SART3	SART3	46	29	61	46	58	120	100	20	13	12	24	33	35	28	18	43	15	29
SASH1	SASH1	18	6	5	11	12	6	8	3	2	10	11	9	19	6	0	2	3	4
SASH3	SASH3	91	70	150	101	100	358	218	33	22	25	32	70	63	74	83	238	28	66
SASS6	SASS6	28	14	28	13	33	36	36	4	0	8	14	12	34	21	15	17	24	18
SAT1	SAT1	40	22	73	44	64	264	118	13	11	4	26	25	10	14	33	131	17	49
SAT2	SAT2	13	7	11	14	26	30	18	2	3	1	0	6	3	5	3	37	1	11
SATB1	SATB1	94.999	58	251.001	99.999	191	305	180	20	1	24	80	59	77	87	40	366.999	35	69
SATB1-AS1	SATB1-AS1	2	0	8	3	5	7	8	5	6	0	1	3	3	1	0	6	0	4
SATB2	SATB2	23	22	34	31	61	2	31	3	2	8	12	15	20	23	0	8	19	12
SATB2-AS1	SATB2-AS1	1	4	2	3	6	1	0	0	0	5	0	2	3	12	0	0	2	0
SATL1	SATL1	11.083	9	1.001	10	10	0	4	0	0	4	2	3	8	4	1	0	8	0
SAV1	SAV1	26	12	33	13	13	21	13	0	0	4	8	12	11	11	2	28	8	2
SAXO1	SAXO1	3	1	0	11	3	3	7	0	0	0	1	2	8	8	2	0	3	0
SAXO2	SAXO2	14	7	6	15	21	5	19	0	0	8	12	14	25	10	0	0	7	3
SAYSD1	SAYSD1	39	25	54	43	77	76	56	0	0	22	14	18	52	36	27	53	22	28
SBDS	SBDS	37.658	18.908	94.597	36.662	65.993	129.162	92.707	35.961	8.826	8.398	14.797	36.89	45.477	37.839	35.771	118.471	3.449	27.573
SBDSP1	SBDSP1	29.342	31.092	57.403	33.338	46.007	103.838	89.293	11.038	3.174	8.602	11.203	31.11	8.522	25.161	22.229	64.529	7.551	31.426
SBF1	SBF1	81	40	110	53	65	281	119	21	16	39	27	59	51	47	54	117	10	22
SBF1P1	SBF1P1	3	3	0	11	7	0	2	0	0	4	3	6	0	3	1	0	0	1
SBF2	SBF2	27.754	18	20.157	47.894	21.231	23	17	3	0	14.286	24.971	24.224	31	15.815	2.01	3	19	8
SBF2-AS1	SBF2-AS1	8.246	8	6.843	16.106	15.769	5	7	3	0	4.714	3.029	9.776	15	4.185	10.99	0	10	1
SBK1	SBK1	8	5	26	9	6	39	19	3	0	6	6	14	6	11	4	9	0	4
SBK2	SBK2	1	0	0	1	0	0	0	0	0	2	1	1	0	1	0	0	0	0
SBK3	SBK3	0	0	0	0	0	3	0	0	0	0	1	0	1	1	0	0	0	1
SBNO1	SBNO1	142	103.258	213	140	160	340.375	241	27	12	34	73	113	85.297	123	44	234	22	79.071
SBNO1-AS1	SBNO1-AS1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
SBNO2	SBNO2	27	11	41	28	21	100	39	7.001	12	9	6	15	8	7	3	50	9	2
SBSN	SBSN	0	2	0	2	0	0	0	0	0	1	1	0	2	4	0	0	0	0
SBSPON	SBSPON	6	12	18	26	9	12	6	1	5	13	8	16	16	16	4	0	5	0
SC5D	SC5D	67	40.917	136	74	82	160	83	10	2	28	23	64	79	56	24	75	20	51
SCAANT1	SCAANT1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
SCAF1	SCAF1	7	6	7	4	7	35	26	0	2	1	6	0	3	2	4	12	0	5
SCAF11	SCAF11	216	127	394	199	280	597	396	54	21	63	80	136	114	114	112	494	63	127
SCAF4	SCAF4	61	24	122	66	68	221	101	28	7	22	28	52	45	25	51	111	6	46
SCAF8	SCAF8	49	37	110	60	76	213	106	23	3	16	26	36	47	26	56	82	28	14
SCAI	SCAI	66	59	87	80	96	125	93	33	20	18	32	80	78	42	48	195	24	39
SCAMP1	SCAMP1	63	54	109.006	72	99	131	124	5	3	34	37	46	40	24	17	176	13	42
SCAMP1-AS1	SCAMP1-AS1	7	6	15	6	14	21	20	0	2	5	6	7	7	7	11	30	0	2
SCAMP2	SCAMP2	69	44	165	89	76	273	181	30	14	40	22	74	35	34	60	288	17	42
SCAMP3	SCAMP3	30	6	76	17	41	159	67	21	13	9	6	9	19	13	31	73	11	5
SCAMP4	SCAMP4	10	5	12	10	15	46	15	7	1	8	10	17	7	7	5	19	3	10
SCAMP5	SCAMP5	1	4	0	1	1	3	4	0	3	2	2	3	5	1	1	0	0	0
SCAND1	SCAND1	26	24	100	25	39	135	98	9	4	12	8	27	18	12	11	80	8	38
SCAND2P	SCAND2P	30.494	17.521	46.374	52.915	42.677	39.92	38.251	0	0	3.5	13.706	20.074	25.224	27.519	6	84.195	13.814	5
SCAP	SCAP	35	13	53	29	41	128	68	11	3	10	8	21	18	39	37	86	8	22
SCAPER	SCAPER	66.001	27	97	79.999	90	182	116.999	11	4	19	30	41	53	46	36	125.001	22	25
SCARA3	SCARA3	8	7	3	6	4	0	2	0	0	1	3	3	9	3	0	0	1	0
SCARA5	SCARA5	6	3	0	8	7	0	4	2	0	5	6	5	7	4	0	0	1	7
SCARB1	SCARB1	3	3	2	3	3	7	4	0	0	1	3	4	2	9	0	9	0	0
SCARB2	SCARB2	22	17	54	37	37	32	39	6	0	14	11	18	21	17	3	32	32	14
SCARF1	SCARF1	3	3	5	2	2	1	2	0	0	6	1	5	3	0	0	0	9	1
SCARF2	SCARF2	4	0	2	6	1	4	10	0	0	3	0	4	0	3	0	4	0	0
SCARNA1	SCARNA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA10	SCARNA10	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0
SCARNA11	SCARNA11	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCARNA12	SCARNA12	0	0	0	1	0	1	1	0	0	0	1	0	0	2	0	4	0	1
SCARNA13	SCARNA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA14	SCARNA14	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SCARNA15	SCARNA15	0	0	0	0	0	0	0.738	0	0	0	0	0	0	0	0	0	0	0
SCARNA16	SCARNA16	1	1	1	1	0	1	3	0	0	0	0	0	0	0	0	1	0	0
SCARNA17	SCARNA17	11	9	17	11	7	33	22	6	3	5	2	14	11	5	9	109	3	9
SCARNA18	SCARNA18	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
SCARNA18B	SCARNA18B	0	0	1	1	0	1	1	0	0	0	1	0	0	2	0	0	0	0
SCARNA2	SCARNA2	4	12	8	0	6	17	7	2	1	3	1	4	9	2	2	18	0	2
SCARNA20	SCARNA20	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SCARNA21	SCARNA21	0	1	0	0	2	1	3	0	0	0	0	1	0	1	1	2	0	0
SCARNA21B	SCARNA21B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCARNA22	SCARNA22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA23	SCARNA23	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA26A	SCARNA26A	1	0.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SCARNA26B	SCARNA26B	0	0.5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
SCARNA27	SCARNA27	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SCARNA28	SCARNA28	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	2	0	0
SCARNA3	SCARNA3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
SCARNA4	SCARNA4	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0
SCARNA5	SCARNA5	7	2	1	5	3	4	2	0	2	3	0	0	6	0	1	0	0	0
SCARNA6	SCARNA6	1	1	0	2	0	2	1	0	0	2	0	2	0	1	1	0	3	0
SCARNA7	SCARNA7	0	2	1	2	0	2	6	1	0	0	2	1	1	0	1	0	0	1
SCARNA8	SCARNA8	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SCARNA9	SCARNA9	1	1	4	1	0	9	9	1	0	0	1.974	1	2	4	1	12	0	1
SCARNA9L	SCARNA9L	2	1	0	0	1	1	0	0	0	0	2.026	1	3	0	2	0	0	0
SCART1	SCART1	2	0	1	1	6	5	4	0	0	1	9	1	7	2	0	3	0	1
SCAT1	SCAT1	5	4	4	11	2	2	2	0	0	2	1	10	5	12	0	1	0	0
SCAT2	SCAT2	10	3	10	5	2	5	7	0	0	0	2	4	3	3	1	3	1	0
SCAT8	SCAT8	2	7	5	7	8	0	5	0	0	1	5	1	11	6	0	1	1	4
SCCPDH	SCCPDH	7	4	13	8	8	8	17	4	0	4	6	7	6	0	0	0	3	4
SCD	SCD	26	14	123	63	9	206	59	22	0	39	6	65	39	27	56	207	8	26
SCD5	SCD5	16.15	13	4	26	26	0	6	0	2	5	12	13	17	10	0	0	2	4
SCEL	SCEL	1	0	10	5	7	1	8	0	1	0	3	1	6	1	1	0	9	2
SCEL-AS1	SCEL-AS1	2	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	1	1
SCFD1	SCFD1	50	23	107	55	68.001	152	69	11	4	21	17	22	39	15	12	118	4	29
SCFD2	SCFD2	20	16	14	20	9	33	10	5	0	4	10	8	13	11	0	64	1	14
SCG2	SCG2	9	1	5	12	7	1	8	1	0	1	2	2	13	0	0	0	5	5
SCG3	SCG3	5	7	11	16	7	0	5	6	0	3	4	16	8	8	0	3	3	6
SCG5	SCG5	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	3
SCGB1A1	SCGB1A1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
SCGB1B2P	SCGB1B2P	5	1	5	8	1	4	10	3	0	0	4	1	0	0	1	5	3	7
SCGB1C1	SCGB1C1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0
SCGB1C2	SCGB1C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D1	SCGB1D1	0	0	0	1	1	0	0	0	0	2	2	0	2	0	0	0	0	0
SCGB1D2	SCGB1D2	0	1	0	1	4	0	0	0	0	0	0	2	1	0	0	0	0	0
SCGB1D4	SCGB1D4	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
SCGB2A1	SCGB2A1	0	2	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0
SCGB2A2	SCGB2A2	3	0	1	3	0	0	0	0	0	1	2	1	7	0	2	0	0	0
SCGB2B2	SCGB2B2	1	2	1	5	7	2	3	0	0	1	6	0	7	3	0	2	6	2
SCGB2B3P	SCGB2B3P	1	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0
SCGB3A1	SCGB3A1	1	0	8	10	1	1	0	0	0	0	0	0	0	2	0	0	1	0
SCGB3A2	SCGB3A2	2	1	0	2	3	0	0	0	0	1	1	0	3	0	0	0	2	0
SCGN	SCGN	4	3	0	0	0	0	1	0	0	0	5	1	4	1	0	0	1	0
SCHIP1	SCHIP1	10	3	4	9.633	10	0	6	0	0	5	1	4	5	0	0	0	2	4
SCHLAP1	SCHLAP1	4	1	4	4	5	0	4	0	0	6	2	2	7	2	0	0	7	1
SCIMP	SCIMP	22	4	11	24.147	17.982	10.782	3	1	0	7	8	10	17	8.89	1	1	2	3
SCIN	SCIN	39	35	20	47	28	1	24	0	0	26	19	44	49	24	1	1	12	17
SCLT1	SCLT1	27.001	20	40	24	44	67	43	6	6	13	20	33	24.001	15.999	13	15	14	29
SCLY	SCLY	10	11	15	5	11	22	20	2	0	2	0	0	8	4	10	3	0	0
SCMH1	SCMH1	27.999	13	27	23	15.771	24	22	8	1	3	19.984	21.001	12	8	12	57	10	20
SCML1	SCML1	19.803	10	7	12	24	22	7	0	2	3	12	4	9	11.758	2.778	17	7	3
SCML2	SCML2	20.197	8	4	4	21	2	5	5	0	7	6	12	14	4.242	1.222	0	14	0
SCML4	SCML4	68	58.999	83	54	116	158	89	33	14	26	56	39	38	46	32	207	23	48
SCN10A	SCN10A	18	9	6	20	8	0	7	0	0	9	9	12	18	9	0	0	5	4
SCN11A	SCN11A	32	17	21	25	38	0	21	0	0	12	12	12	18	12	2	4	12	5
SCN1A	SCN1A	75.599	26	67.37	62.102	119.425	12.524	74.403	12.921	5	23.914	31.303	58.538	65.934	25.377	14.49	12	36.582	52.637
SCN1A-AS1	SCN1A-AS1	12	1	2.088	4.405	6.211	0	3.179	0	0	2	1	4	2.12	4.444	1	0	2.01	4
SCN1B	SCN1B	6.197	9	2	4	2.04	0	4	0	0	2	1	3	5	1	1	0	5	0
SCN2A	SCN2A	38	13	43.348	37.464	59.773	2.107	45.23	19.079	2	12.718	25.368	19.252	36.768	27.623	5	0	36.42	20.759
SCN2B	SCN2B	4	8	4	4	4	2	1	0	1	0	12	4	9	8	2	0	1	0
SCN3A	SCN3A	35.401	37.808	35.818	38.827	53.27	6.369	32.263	0	4	17.368	23.729	16.21	35.125	13.544	18.414	0	15.219	32.604
SCN3B	SCN3B	25	12	12	26	20	2	11	1	2	16	5	12	15	6	0	2	8	0
SCN4A	SCN4A	7	3	3	2	1	0	1	1	0	2	3	7	7	0	1	0	2	2
SCN4B	SCN4B	3	5	0	3	1	2	0	0	0	5	3	6	6	2	0	0	4	1
SCN5A	SCN5A	5	7	1	11	5	4	1	3	0	3	7	13	16	2	0	0	1	10
SCN7A	SCN7A	32	8	30	31	44	1	36	3	2	13	12	16	19	18	0	0	18	17
SCN8A	SCN8A	29	9	14	26	25	0	19	1	2	10	13	18	38	32	5	5	9	15
SCN9A	SCN9A	35	10.192	27.375	40.201	39.321	0	25.926	0	3	9	18.601	19	52.052	27.012	5.096	5	21.77	20
SCNM1	SCNM1	19	8.941	22	17	20	35.572	32.817	3	1	6	11	16	25	12	2	19.053	2	11
SCNN1A	SCNN1A	2	4	2	0	3	3	1	0	0	5	5	2	2	1	0	0	0	1
SCNN1B	SCNN1B	2	1	1	2	1	2	0	0	0	0	1	4	2	0	2	0	0	1
SCNN1D	SCNN1D	0	3	3	1	2	7	2	0	0	0	0	1	1	0	1	2	0	0
SCNN1G	SCNN1G	6	2	0	16	4	0	1	0	0	4	2	1	12	2	1	0	2	2
SCO1	SCO1	85	46	70	66.032	66	106	74	13	2	23	47.043	69	75	31	15	68	13	37.027
SCO2	SCO2	9.445	0	10.975	5.852	5.962	16.983	11.863	3.606	0	0	0	5.374	3	0	3.029	16.952	2	0
SCOC	SCOC	61	29	87	63	71	92	75	5	12	20	17	38	46	18	16	66	20	47
SCOC-AS1	SCOC-AS1	6	5	6	5	4	2	9	0	0	1	4	5	6	1	0	2	4	14
SCP2	SCP2	77	43.004	167	99.586	66.868	181	149	20	11	12	35	62.195	57	34	48	142	22	40
SCP2D1	SCP2D1	0	3	0	0	1	0	0	0	0	2	1	2	0	1	0	0	0	0
SCP2D1-AS1	SCP2D1-AS1	0	1	0	2	0	0	0	0	0	1	2	0	1	2	0	0	0	0
SCPEP1	SCPEP1	5	1	18	10	8	16	6	2	0	0	2	4	3	2	6	21	4	6
SCRG1	SCRG1	22	14	18	33	10	3	8	0	1	7	25	11	22	15	13	11	1	18
SCRIB	SCRIB	8	1	4	8	18	27	11	0	1	2	5	4	1	10	3	27	1	14
SCRN1	SCRN1	10	14	5	17	15	3	10	10	1	10	7	16	27	3	0	0	8	3
SCRN2	SCRN2	18	16	28	11	14	38	31	4	6	2	7	4	11	8	7	39	0	7
SCRN3	SCRN3	7	12	17	14	5	30	21	0	1	4	13	12	17	10	8	1	0	0
SCRT1	SCRT1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SCRT2	SCRT2	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0
SCT	SCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCTR	SCTR	1	6	0	3	1	0	1	0	0	0	1	1	0	0	0	0	0	0
SCUBE1	SCUBE1	14	4	3	10	6	1	4	1	1	2	2	5	5	8	2	8	3	0
SCUBE2	SCUBE2	15	7	4	15	9	2	7	0	0	2	8	5	8	9	0	12	5	2
SCUBE3	SCUBE3	18	8	1	17	28	10	16	3	0	11	10	11	15	9	0	12	5	9
SCX	SCX	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0
SCYL1	SCYL1	26	22	73	37	45	113	78	16	2	10	16	27	37	24	55	146	2	12
SCYL2	SCYL2	55	41	97	79	110	147	119	5	2	29	39	74	48	26	43	167	27	18
SCYL3	SCYL3	34.825	32.496	69.293	56.225	56.995	88.01	85.909	13	3	10.822	29.946	24.767	35.752	18.736	25.181	85.014	38.407	34.46
SDAD1	SDAD1	54.814	34	122.768	42.784	79	150.942	92.917	20	9	23.934	15.001	40.785	49	13	35.887	128.866	19	58.501
SDAD1P1	SDAD1P1	6.186	8	11.232	13.216	10	10.058	8.083	1	0	6.066	6.999	12.215	6	4	5.113	21.134	2	12.499
SDC1	SDC1	0	4	1	2	4	0	0	0	0	1	2	2	6	5	0	1	0	0
SDC2	SDC2	11	5	15	14	26	0	11	0	1	13	5	9	28	4	0	1	0	9
SDC3	SDC3	10	9	0	1	1	2	0	0	0	8	6	1	7	14	1	0	4	0
SDC4	SDC4	6	1	0	10	2	4	1	2	2	0	1	5	5	0	0	2	1	6
SDC4P	SDC4P	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
SDCBP	SDCBP	87	72	200	122	142	336.001	176	32	15	23	37	77	62	78	34	378	24	83.001
SDCBP2	SDCBP2	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
SDCBP2-AS1	SDCBP2-AS1	15	6	18	6	15	44	26	6	2	2	6	10	9	7	5	37	12	6
SDCCAG8	SDCCAG8	21	14.522	48.814	25.679	40	72.651	32	4	3	4.012	14	11.185	10	11	14.575	79.722	9.864	9.404
SDE2	SDE2	42	23	50	34	39	83	56	2	1	11	21	18	31	8	11	59	15	15
SDF2	SDF2	14	10	47	11	21	70	38	7	0	6	7	11	9	13	9	58	3	8
SDF2L1	SDF2L1	16	1	23	12	7	25	29	0	2	2	1	11	12	10	2	21	1	15
SDF4	SDF4	52	30	101	65	70	167	127	9	11	16	12	37	41	25	34	146	17	35
SDHA	SDHA	79.607	31.657	134.983	81.536	66.53	244.917	173.205	55.145	2	15.38	26.884	49.165	53.669	45.435	34.22	140.771	20.484	36.63
SDHAF1	SDHAF1	16	17	22	14	27	47	24	4	2	3	7	14	14	19	12	25	3	13
SDHAF2	SDHAF2	29	27	77	21	61	122	94	21	14	9	11	34	24	18	20	107	16	39
SDHAF3	SDHAF3	16	9	33	12	21	41	24	7	0	2	14	22	9	8	3	56	12	8
SDHAF4	SDHAF4	9	0	9	5	11	9	14	3	0	1	1	2	4	4	4	4	3	6
SDHAP1	SDHAP1	12.323	13.588	33.829	11.264	24.036	42.898	30.429	3.216	2	1.249	12.673	19.557	15.571	13.843	27.33	42.202	11.448	8.603
SDHAP2	SDHAP2	47.175	40.385	67.872	21.256	84.332	86.526	58.641	10.11	0	12.85	22.073	42.798	26.317	15.106	31.01	59.266	26.263	32.538
SDHAP3	SDHAP3	2.377	7.517	2.556	3.782	11.7	6.669	9.505	4.087	0	1.109	1.128	2.475	1.138	2.298	3.973	6.52	5.142	2.891
SDHB	SDHB	37	22	51	37	30	129	75	17	2	8	7	38	18	20	22	128	21	9
SDHC	SDHC	80	73	70	100	72.817	102	83	12	5	33	42	72	93	39	16	83	15	36
SDHD	SDHD	69	29	147	62	75	189	156	12	3	18	18	42	60	33	28	98	8	18
SDK1	SDK1	8	5	1	6	10.303	0	4	0	0	7	8	11	9	10	0	0	3	1
SDK2	SDK2	7	13	2	19	5	7	7	0	1	2	4	7	15	12	0	1	3	1
SDR16C5	SDR16C5	13	11	10	9	11	0	0	0	0	6	15	11	15	0	1	0	6	9
SDR16C6P	SDR16C6P	1	1	0	1	2	0	1	0	0	0	0	2	2	1	0	0	0	0
SDR39U1	SDR39U1	29.633	21.573	72.311	16.032	46.318	57.037	59.659	9.225	3.461	6.022	18.955	14.671	16.299	15.985	6.399	43.971	1.352	13.84
SDR42E1	SDR42E1	51	26	50	83	35	41	62.06	0	0	18	35	33	71	12	3	29	35	18
SDR42E2	SDR42E2	3	0	1	0	0	1	0	0	0	1	2	0	0	1	0	1	0	0
SDR9C7	SDR9C7	4	1	1	6	2	2	6	0	0	3	0	0	2	6	0	0	0	0
SDS	SDS	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0
SDSL	SDSL	5	2	0	2	1	0	0	0	0	0	0	1	3	0	0	0	0	0
SEBOX	SEBOX	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0
SEC11A	SEC11A	45	28	95	52	59	139	111	6	7	6	17	33	39	21	13	238.001	9	48
SEC11C	SEC11C	23	10	58	36	29	101	66	0	1	10	3	15	25	8	21	58	17	12
SEC13	SEC13	25	16	48	22	31	62	45	13	2	6	6	19	16	3	11	64	10	25
SEC14L1	SEC14L1	34.464	22	47.744	31.17	21	73	37	9	1	14.074	11.651	39	17	22	34	21.271	8	21.125
SEC14L1P1	SEC14L1P1	13	14	15	20	16	20	7	0	0	11	6	5	14	16	18	22	5	7
SEC14L2	SEC14L2	24	11	19	6	17	26	14	4	0	1	8	10	8	15	4	53	8	9
SEC14L3	SEC14L3	6	2	1	7	3	0	2	0	0	1	2	1	2	0	0	0	2	0
SEC14L4	SEC14L4	7	4	1	9	0	1	3	0	0	5	5	8	0	3	0	2	1	1
SEC14L5	SEC14L5	8	9	1	8	12	2	6	0	0	5	6	5	9	6	1	0	1	3
SEC14L6	SEC14L6	3	9	0	9	9	0	1	0	0	3	3	6	5	5	0	0	7	3
SEC16A	SEC16A	109	67	132	128	119	375	142	42	14	29	41	79	50	18	48	232	21	62
SEC16B	SEC16B	13	5.703	4	3.241	0	2	0	0	1	7	3	0	9.847	4	0	0	1	3
SEC1P	SEC1P	2	2.057	1	2.053	4	3.236	2	0	0	2	0	1.04	2	3	0	0	0	0
SEC22A	SEC22A	46	13	26	23	42	38	35	14	2	7	18	27	41	11	14	41	13	21
SEC22B	SEC22B	143.169	90.03	244.843	145.104	178.743	267.487	220.582	15.361	23.59	38.763	67.952	79.218	66.895	62.9	22.248	234.667	38.7	60.288
SEC22B2P	SEC22B2P	94.346	0	58.448	0	109.257	0	0	0	1.41	0	0	21.925	75.668	15.58	2.752	45.333	60.3	17.712
SEC22B3P	SEC22B3P	17.485	74.97	28.709	94.896	0	58.514	99.418	10.639	0	25.237	43.048	41.857	38.437	14.52	0	0	0	0
SEC22C	SEC22C	69	55	99	77	76	112.998	78	15	16	25	26	34	46	19	41.997	115	16	13.999
SEC23A	SEC23A	61	40	94	49	67	156	102	12	8	23	32	46	33	36	37	123	5	34
SEC23A-AS1	SEC23A-AS1	0	2	2	1	0	1	0	0	0	0	0	0	0	3	0	0	0	1
SEC23B	SEC23B	46	14	52	30	65	141	86	14	0	13	20	23	31	20	18	134	5	33
SEC23IP	SEC23IP	82	24	91	80	81	132	99	24	2	39	32	69	42	34	26	137	12	61
SEC24A	SEC24A	38	25	59	58	39	75	61	9	0	14	12	12	18	21	14	26	15	15
SEC24B	SEC24B	60	55	79	77	80	182	120	25	6	28	16	42	51	34	29	260.999	23	47.001
SEC24B-AS1	SEC24B-AS1	3	3	3	3	2	2	4	0	0	3	3	8	8	1	2	16	0	3
SEC24C	SEC24C	69	44	97	69	68	171	150	28	2	15	27	35	45	17	43	120	14	54
SEC24D	SEC24D	21	10	38	37	41	69	46	6	0	10	18	21	27	14	14	71	2	17
SEC31A	SEC31A	93	62	172	82	108.049	268	154	24	9	32	36	57	53	33	73	163.975	20	62
SEC31B	SEC31B	29	18	56	26	36	106	59	12	0	7	13	25	15	9	35	47	5	10
SEC61A1	SEC61A1	95.967	56.629	160.734	68.647	114.715	287.012	186.463	26.869	8.469	31	35.413	62.88	61.696	52.322	58.229	289.597	27.388	60.994
SEC61A2	SEC61A2	17	16	14	20	16	24	19	11	2	7	8	10	14	6	2	39.999	6	6
SEC61B	SEC61B	13	7	74	25	23	100	49	6	5	11	13	18	11	4	18	101	10	21
SEC61G	SEC61G	9	3	24	10	9	53	40	3	5	2	3	4	3	6	12	45	7	10
SEC62	SEC62	88	58	96	89	131	177	145	39	11	12	57	64	63	53	31	127	24	85
SEC63	SEC63	55	38	96	50	87	131	72	15	6	24	33	53	41	34	16	115	20	61
SECISBP2	SECISBP2	46	33	91	38	88	204	104	19	2	13	19	36	31	47	40	160	17	38
SECISBP2L	SECISBP2L	73	39	85	84	76	142	102	18	5	33	39	47	65	40	44	97	17	34
SECTM1	SECTM1	3	0	2	0	1	1	1	0	0	0	1	0	4	1	0	0	0	0
SEH1L	SEH1L	41	10	58	40	39	133	76	23	0	21	18	36	20	10	20	71	5	19
SEL1L	SEL1L	95	52	127	90	94	171	133	22	0	28	33	72	90	32	39	79	35	69
SEL1L2	SEL1L2	7	3	4	8	8	1	3	0	0	0	0	4	2	2	0	0	0	2
SEL1L3	SEL1L3	30	13	38	35	42	102	69	14	7	15	12	41	22	25	7	71	11	30
SELE	SELE	18	9	14	11	28	1	10	0	1	10	12	19	21	12	2	0	12	3
SELENBP1	SELENBP1	1	3	1	2	0	0	0	0	0	3	1	1	1	3	0	0	0	0
SELENOF	SELENOF	103	53	222	114	140	377	253	37	27	24	35	91	67	54	97	324	33	77
SELENOH	SELENOH	47	42	105	58	39	162	121	7	8	16	20	30	27	19	25	157	4	33
SELENOI	SELENOI	33.717	19	51	27	65	65.773	54.278	4	0	34	14	32	55	11.872	10	70.917	37	31
SELENOK	SELENOK	20	15	56	12	33	106	61	5	0	8	9	24	14	9	12	62	9	16
SELENOKP3	SELENOKP3	1	1	2	1	1	0	0	0	0	1	3	0	1	3	0	0	0	0
SELENOM	SELENOM	18	12	21	7	20	49	37	8	1	4	2	16	18	19	9	75	1	11
SELENON	SELENON	19	14	20	10	6	33	19	8	0	8	6	5	3	12	17	13	4	8
SELENOO	SELENOO	13	6	27	14	9	44	13	2	2	5	1	5	4	10	5	34	4	5
SELENOP	SELENOP	2.125	8.451	0	0	0	2.243	1.194	0	0	4	1.449	2.628	1.085	1.747	0	0	0	0
